candidateLevel,lemma,pos,topic,sourceCourses,chineseMeaning,listedForms,exampleNb,exampleZh,exampleCount,appLevel,appIntegrated,fieldsPresent,manualReviewStatus,dictionarySource,dictionarySourceUrl,manuallyCheckedOn,examplesManuallyCheckedOn,officialLemmaFound,formAuditStatus,cefrReview,meaningAndExampleReview
"A1","bagett","名词","厨房与用餐","NTNU NoW1; NorweigenLearn 当前词库","法棍；长形法式面包","en bagett · bagetten · bagetter · bagettene","Jeg kjøper en bagett til lunsj. / Bagettene ligger ved siden av brødet.","我买一条法棍当午餐。 / 法棍放在面包旁边。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bagett","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","bakeri","名词","食物与购物","NTNU NoW1; NorweigenLearn 当前词库","面包店；烘焙坊","et bakeri · bakeriet · bakerier · bakeriene","Vi kjøper rundstykker på bakeriet. / Det åpner et nytt bakeri i gata.","我们在面包店买小圆面包。 / 街上要开一家新面包店。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bakeri","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","banke","动词","住房与居住","NTNU NoW1; NorweigenLearn 当前词库","敲；叩；敲打","banke · banker · banket · banket","Det banker på døra. / Hun banket forsiktig på vinduet.","有人在敲门。 / 她轻轻敲了敲窗户。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/banke","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","bekreftelse","名词","个人信息","NTNU NoW1; NorweigenLearn 当前词库","确认；确认信息；确认函/凭证","en bekreftelse · bekreftelsen · bekreftelser · bekreftelsene","Jeg fikk en bekreftelse på e-post. / Ta med bekreftelsen til timen.","我通过电子邮件收到了一份确认通知。 / 去预约时把确认凭证带上。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bekreftelse","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","bokhandel","名词","工作与学习","NTNU NoW1; NorweigenLearn 当前词库","书店","en bokhandel · bokhandelen · bokhandler · bokhandlene","Jeg kjøper en norsk ordbok i bokhandelen. / Bokhandelen ligger ved siden av kafeen.","我在书店买一本挪威语词典。 / 书店在咖啡馆旁边。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bokhandel","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","bolle","名词","厨房与用餐","NTNU NoW1; NorweigenLearn 当前词库","小圆面包；甜面包；一碗（依语境）","ei bolle · bolla · boller · bollene","Jeg kjøper en kanelbolle til kaffen. / Hun spiser suppe fra ei bolle.","我买一个肉桂小圆面包配咖啡。 / 她用碗喝汤。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bolle","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","brev","名词","交流与语言","NTNU NoW1; NorweigenLearn 当前词库","信；信件；书面通知","et brev · brevet · brev · brevene","Jeg skriver et brev til bestemor. / Brevet kom i posten i går.","我给外婆写一封信。 / 这封信昨天邮寄到了。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/brev","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","brødhylle","名词","食物与购物","NTNU NoW1; NorweigenLearn 当前词库","面包货架；放面包的架子","ei brødhylle · brødhylla · brødhyller · brødhyllene","Det står ferske rundstykker på brødhylla. / Jeg fant grovbrød på den nederste brødhylla.","面包架上放着新鲜的小圆面包。 / 我在最下面的面包架上找到了全麦面包。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka (hylle; transparent compound)","https://ordbokene.no/nno/bm/24952","2026-09-24","","false","透明复合词词形匹配中心词","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","da","副词","时间与句子连接","NTNU LearnNoW; NorweigenLearn 当前词库","那时；当时；那么；于是（依上下文）","da","Da bodde jeg i en liten leilighet. / Hvis du er ferdig, kan vi da gå.","那时我住在一间小公寓里。 / 如果你准备好了，那么我们就可以走了。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/da","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","dyne","名词","家中物品与房间","NTNU NoW1; NorweigenLearn 当前词库","被子；羽绒被/棉被（盖在身上的被芯）","ei dyne · dyna · dyner · dynene","Jeg legger et rent dynetrekk på dyna. / Katten ligger under dyna.","我给被子套上干净的被套。 / 猫躺在被子下面。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/dyne","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","fin","形容词","描述与感受","NTNU LearnNoW; NorweigenLearn 当前词库","漂亮的；好的；不错的；愉快的（依语境）","fin · fint · fine · finere · finest / fint, fine","Det er en fin dag i dag. / De har et fint hus nær sjøen.","今天天气真好。 / 他们在海边有一栋漂亮的房子。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/fin","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","fødselsdag","名词","个人信息","NTNU LearnNoW; NorweigenLearn 当前词库","生日；出生纪念日","en fødselsdag · fødselsdagen · fødselsdager · fødselsdagene / fødselsdagen, fødselsdager, fødselsdagene","Datteren min har fødselsdag i mai. / Vi feiret fødselsdagen hennes hjemme.","我女儿五月过生日。 / 我们在家给她庆祝了生日。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/fødselsdag","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","forklare","动词","工作与学习","NTNU LearnNoW; NorweigenLearn 当前词库","解释；说明；讲解","forklare · forklarer · forklarte · forklart / forklarer, forklarte, har forklart","Læreren forklarer grammatikken på en enkel måte. / Kan du forklare meg hvordan appen virker?","老师用简单的方式讲解语法。 / 你能给我解释一下这个应用怎么用吗？","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/forklare","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","først","副词","时间与日程","NTNU LearnNoW; NorweigenLearn 当前词库","首先；最先；才（表示先后）","først","Først spiser vi, så går vi. / Hun kom først til møtet.","我们先吃饭，然后再走。 / 她最先到了会议。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/først","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","fotoautomat","名词","证件与服务","NTNU NoW1; NorweigenLearn 当前词库","自助照相亭；证件照自动拍摄机","en fotoautomat · fotoautomaten · fotoautomater · fotoautomatene","Jeg tok passfoto i en fotoautomat på stasjonen. / Fotoautomaten tar både kort og kontanter.","我在车站的自助照相亭拍了护照照片。 / 这台自助照相亭既收银行卡也收现金。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/fotoautomat","2026-09-24","","false","透明复合词词形匹配中心词","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","fram","副词","公共交通与方向","NTNU LearnNoW; NorweigenLearn 当前词库","向前；往前；进展","fram","Gå litt fram, så ser du skiltet. / Jeg finner fram billettene.","往前走一点，你就能看到标志。 / 我把车票找出来。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/fram","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","frimerke","名词","交流与语言","NTNU NoW1; NorweigenLearn 当前词库","邮票","et frimerke · frimerket · frimerker · frimerkene","Jeg setter et frimerke på konvolutten. / Frimerkene er til julekortene.","我在信封上贴一张邮票。 / 这些邮票是给圣诞贺卡用的。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/frimerke","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","fruktdisk","名词","水果与购物","NTNU NoW1; NorweigenLearn 当前词库","水果柜台；水果展示区","en fruktdisk · fruktdisken · fruktdisker · fruktdiskene","Eplene ligger i fruktdisken ved inngangen. / Butikken har en stor fruktdisk.","苹果放在入口旁的水果柜台。 / 这家商店有一个很大的水果柜台。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/fruktdisk","2026-09-24","","false","透明复合词词形匹配中心词","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","gebyr","名词","食物与购物","NTNU NoW1; NorweigenLearn 当前词库","手续费；服务费；费用","et gebyr · gebyret · gebyrer · gebyrene","Det koster et gebyr på femti kroner. / Banken tok et gebyr for overføringen.","这项服务收取五十克朗手续费。 / 银行为这笔转账收取了手续费。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/gebyr","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","gjerne","副词","交流与语言","NTNU LearnNoW; NorweigenLearn 当前词库","乐意；愿意；很想；常常（依语境）","gjerne · heller · helst","Vil du ha kaffe? – Ja, gjerne. / Jeg vil gjerne lære mer norsk.","你想喝咖啡吗？——好啊，乐意。 / 我很想多学一些挪威语。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/gjerne","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","gøy","形容词","描述与感受","NTNU LearnNoW; NorweigenLearn 当前词库","有趣的；好玩的；令人愉快的","gøy · gøye · gøyere · gøyest","Barna hadde det gøy i svømmehallen. / Det er gøy å lære nye ord.","孩子们在游泳馆玩得很开心。 / 学习新单词很有趣。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/g%C3%B8y","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","halv","形容词","时间与日程","NTNU LearnNoW; NorweigenLearn 当前词库","半；一半的","halv · halvt · halve / halvt, halve","Bussen går om en halv time. / Møtet begynner klokka halv ni.","公交车半小时后发车。 / 会议八点半开始。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/halv","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","handlekurv","名词","食物与购物","NTNU NoW1; NorweigenLearn 当前词库","购物篮；手提购物篮","en handlekurv · handlekurven · handlekurver · handlekurvene","Jeg legger brød og melk i handlekurven. / Butikken har små handlekurver ved inngangen.","我把面包和牛奶放进购物篮。 / 商店入口处有小购物篮。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/handlekurv","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","handlevogn","名词","食物与购物","NTNU NoW1; NorweigenLearn 当前词库","购物车；超市推车","ei handlevogn · handlevogna · handlevogner · handlevognene","Vi tar en handlevogn fordi vi skal kjøpe mye. / Handlevogna står ved kassa.","我们拿一辆购物车，因为要买很多东西。 / 购物车停在收银台旁边。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/handlevogn","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","helseforsikring","名词","健康与保险","NTNU NoW1; NorweigenLearn 当前词库","健康保险；医疗保险","ei helseforsikring · helseforsikringa · helseforsikringer · helseforsikringene","Arbeidsgiveren tilbyr privat helseforsikring. / Hun undersøker hva helseforsikringen dekker.","雇主提供私人医疗保险。 / 她在查询医疗保险的保障范围。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/helseforsikring","2026-09-24","","false","透明复合词词形匹配中心词","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","hos","介词","交流与语言","NTNU LearnNoW; NorweigenLearn 当前词库","在……那里；到……那里；在某人/专业人士处","hos","Vi spiser middag hos foreldrene mine. / Jeg har time hos tannlegen klokka to.","我们在我父母家吃晚饭。 / 我两点有牙医预约。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hos","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","høyre","形容词","方向与位置","NTNU LearnNoW; NorweigenLearn 当前词库","右边的；右侧的（通常修饰身体部位或位置）","høyre","Hun skriver med høyre hånd. / Apoteket ligger på høyre side av gata.","她用右手写字。 / 药房在街道右侧。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/nob/bm/høyre","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","humør","名词","情绪与感受","NTNU NoW1; NorweigenLearn 当前词库","心情；情绪；情绪状态","et humør · humøret · humør · humørene","Hun er i godt humør i dag. / Været påvirker humøret mitt.","她今天心情很好。 / 天气会影响我的心情。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/humør","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","interiørbutikk","名词","家居与购物","NTNU NoW1; NorweigenLearn 当前词库","家居用品店；室内装饰用品商店","en interiørbutikk · interiørbutikken · interiørbutikker · interiørbutikkene","Vi kjøpte nye gardiner i en interiørbutikk. / Interiørbutikken ligger ved siden av kjøpesenteret.","我们在一家家居用品店买了新窗帘。 / 家居用品店在购物中心旁边。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/interi%C3%B8rbutikk","2026-09-24","","false","透明复合词词形匹配中心词","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","is","名词","厨房与用餐","NTNU LearnNoW; NorweigenLearn 当前词库","冰淇淋；冰（同形词，依语境）","en is · isen · iser · isene / isen, iser, isene","Barna kjøper en is etter skolen. / Det er glatt fordi det ligger is på veien.","孩子们放学后买一个冰淇淋。 / 路上结冰了，所以很滑。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/is","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","jernbanestasjon","名词","交通与出行","NTNU NoW1; NorweigenLearn 当前词库","火车站；铁路车站","en jernbanestasjon · jernbanestasjonen · jernbanestasjoner · jernbanestasjonene","Vi møtes foran jernbanestasjonen. / Toget går fra jernbanestasjonen klokka seks.","我们在火车站前面见。 / 火车六点从火车站发车。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/jernbanestasjon","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","jobb","名词","工作与学习 / 日常基础","NTNU LearnNoW; NorweigenLearn 当前词库","工作；职位；一份工作","en jobb · jobben · jobber · jobbene / jobben, jobber, jobbene","Hun søker jobb på et sykehus. / Jeg er på jobben til klokka fire.","她在申请医院的工作。 / 我在工作单位待到四点。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/jobb","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","kjær","形容词","问候与关系","NTNU LearnNoW; NorweigenLearn 当前词库","亲爱的；珍爱的；心爱的（常见于固定称呼）","kjær · kjært · kjære · kjære / kjært, kjære","Kjære Maria, takk for brevet ditt. / Han mistet en kjær venn i fjor.","亲爱的玛丽亚，谢谢你的来信。 / 他去年失去了一位挚友。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kj%C3%A6r","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","kjøledisk","名词","超市购物","NTNU NoW1; NorweigenLearn 当前词库","冷藏柜；冷柜（商店展示冷藏食品的柜台）","en kjøledisk · kjøledisken · kjøledisker · kjølediskene","Melka står i kjøledisken ved inngangen. / Butikken har en ny kjøledisk.","牛奶放在入口旁的冷藏柜里。 / 商店有一台新的冷藏柜。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kjøledisk","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","koselig","形容词","描述与感受","NTNU LearnNoW; NorweigenLearn 当前词库","舒适温馨的；惬意的；令人愉快的","koselig · koselig · koselige · koseligere · koseligst / koseligste / koselig, koselige","Vi hadde en koselig kveld med venner. / Det er koselig å sitte her.","我们和朋友度过了一个温馨愉快的夜晚。 / 坐在这里感觉很惬意。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/koselig","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","kryss","名词","公共交通与方向","NTNU LearnNoW; NorweigenLearn 当前词库","十字路口；交叉处；叉号/勾号（依语境）","et kryss · krysset · kryss · kryssene / krysset, kryss, kryssene","Ta til høyre i neste kryss. / Sett et kryss ved riktig svar.","在下一个路口右转。 / 在正确答案旁打一个勾。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kryss","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","lære","动词","工作与学习 / 时间与日常 / 未来计划与目标","NTNU LearnNoW; NorweigenLearn 当前词库","学习；学会；教（依语境）","lære · lærer · lærte · lært / lærer, lærte, har lært","Jeg lærer norsk på tirsdager. / Han lærte barna å svømme.","我星期二学挪威语。 / 他教孩子们游泳。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/l%C3%A6re","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","lage","动词","饮食与购物 / 食物与购物","NTNU LearnNoW; NorweigenLearn 当前词库","制作；做（饭）；创造","lage · lager · laget · laget / lager, lagde, har lagd","Vi lager middag sammen. / Hun laget en kake til festen.","我们一起做晚饭。 / 她为聚会做了一个蛋糕。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lage","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","legge","动词","日常家务 / 家与房间","NTNU LearnNoW; NorweigenLearn 当前词库","放置；搁下；躺下（反身结构）","legge · legger · la · lagt / legger, la, har lagt","Jeg legger nøklene på bordet. / Barna la seg klokka åtte.","我把钥匙放在桌上。 / 孩子们八点上床睡觉。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/legge","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","lese","动词","阅读与学习 / 学习与工作","NTNU LearnNoW; NorweigenLearn 当前词库","读；阅读；学习某门学科；朗读（依结构）","lese · leser · leste · lest / leser, leste, har lest","Jeg leser en norsk bok før jeg legger meg. / Hun leste til eksamen hele helga.","我睡前读一本挪威语书。 / 她整个周末都在为考试学习。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lese","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","løfte","动词","日常动作","NTNU LearnNoW; NorweigenLearn 当前词库","抬起；举起；提起；提升（依语境）","løfte · løfter · løftet · løftet / løfter, løftet, har løftet","Kan du hjelpe meg med å løfte bordet? / Hun løftet blikket og smilte.","你能帮我抬一下桌子吗？ / 她抬起头，笑了。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/l%C3%B8fte","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","lomme","名词","家中物品与房间","NTNU LearnNoW; NorweigenLearn 当前词库","口袋；衣袋","ei lomme · lomma · lommer · lommene / lomma, lommer, lommene","Nøkkelen ligger i lomma mi. / Jakka har fire lommer.","钥匙在我的口袋里。 / 这件外套有四个口袋。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lomme","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","lyskryss","名词","公共交通与方向","NTNU LearnNoW; NorweigenLearn 当前词库","红绿灯路口；有交通信号灯的交叉路口","et lyskryss · lyskrysset · lyskryss · lyskryssene / lyskrysset, lyskryss, lyskryssene","Gå over gata ved lyskrysset. / Det er kø gjennom lyskrysset.","在红绿灯路口过马路。 / 车流排队通过红绿灯路口。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lyskryss","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","matbu","名词","购物与用餐","NTNU LearnNoW; NorweigenLearn 当前词库","食品摊；卖简餐或食物的小摊/小店","ei matbu · matbua · matbuer · matbuene / matbua, matbuer, matbuene","Vi kjøpte pølser i ei matbu på markedet. / Matbua selger kaffe og vafler.","我们在集市的一个食品摊买了热狗。 / 这个食品摊卖咖啡和华夫饼。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/matbu","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","mene","动词","交流与语言 / 待归类","NTNU LearnNoW; NorweigenLearn 当前词库","认为；觉得；意思是；指的是","mene · mener · mente · ment / mener, mente, har ment","Jeg mener at vi bør ta bussen. / Hva mener du med dette ordet?","我认为我们应该坐公交车。 / 你说这个词是什么意思？","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/mene","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","meter","名词","时间与日程","NTNU LearnNoW; NorweigenLearn 当前词库","米（长度单位）","en meter · meteren · meter · meterne / meteren, meter, metrene","Bordet er nesten to meter langt. / Skolen ligger hundre meter herfra.","这张桌子将近两米长。 / 学校离这里一百米。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/meter","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","minutt","名词","时间与日程","NTNU LearnNoW; NorweigenLearn 当前词库","分钟；片刻","et minutt · minuttet · minutter · minuttene / minuttet, minutter, minuttene","Toget går om fem minutter. / Kan du vente et minutt?","火车五分钟后发车。 / 你能等一分钟吗？","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/minutt","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","mor","名词","家人和关系 / 家庭与人物","NTNU LearnNoW; NorweigenLearn 当前词库","母亲；妈妈","ei mor · mora · mødre · mødrene / mora, mødre, mødrene","Mora mi bor i Bergen. / Mødrene venter utenfor skolen.","我妈妈住在卑尔根。 / 几位母亲在学校外面等。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/mor","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","nabolag","名词","住房与居住","NTNU LearnNoW; NorweigenLearn 当前词库","社区；街坊邻里；居住周边","et nabolag · nabolaget · nabolag · nabolagene / nabolaget, nabolag, nabolagene","Det er en fin park i nabolaget. / De bor i et rolig nabolag.","社区里有一个不错的公园。 / 他们住在一个安静的社区。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/nabolag","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","nær","形容词","位置与指示","NTNU LearnNoW; NorweigenLearn 当前词库","近的；靠近的；亲近的","nær · nært · nære · nærmere · nærmest","Butikken ligger nær skolen. / Det nærmeste apoteket er fem minutter unna.","商店在学校附近。 / 最近的药房在五分钟路程外。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/n%C3%A6r","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","nærhet","名词","位置与关系","NTNU LearnNoW; NorweigenLearn 当前词库","附近；接近；亲近（常见于固定搭配）","en nærhet · nærheten · nærheter · nærhetene / nærheten, - , nærhetene","Det ligger en matbutikk i nærheten av huset. / Vi bor i nærheten, så jeg kan gå dit.","房子附近有一家食品店。 / 我们住得很近，所以我可以走过去。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/nærhet","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","onsdag","名词","星期与安排","NTNU LearnNoW; NorweigenLearn 当前词库","星期三；一个星期三","en onsdag · onsdagen · onsdager · onsdagene / onsdagen, onsdager, onsdagene","Jeg har time hos legen på onsdag. / Vi trener sammen på onsdager.","我星期三有医生预约。 / 我们每周三一起锻炼。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/onsdag","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","opp","副词","位置与指示","NTNU LearnNoW; NorweigenLearn 当前词库","向上；上去；起来","opp","Jeg står opp klokka seks. / Gå opp trappa, så finner du kontoret.","我六点起床。 / 上楼梯，然后你就能找到办公室。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/opp","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
