source,lemma,display,unit,pos,level,topic,zh,forms,example,translation,exampleSources,levelBasis,status,reviewFields,reviewSource,reviewSourceUrl,reviewedOn
"NTNU LearnNoW / NoW 初级课程候选","mormor","ei mormor","单词","名词","A1","家人和关系","外祖母；母亲的母亲；外婆","ei mormor · mormora · mormødre · mormødrene","Mormor baker boller til barna. / Vi besøker mormødrene våre i helgen.","外婆给孩子们烤小圆面包。 / 这个周末我们去看各自的外婆们。","","家庭成员基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/mormor","2026-09-24"
"vocab-v2-library.js · V2 词条","nabo","en nabo","单词","名词","A1","家人和关系","邻居；住在附近的人/家庭","en nabo · naboen · naboer · naboene","Jeg snakker norsk med naboen. / Naboene våre er hyggelige.","我和邻居说挪威语。 / 我们的邻居们很友好。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/nabo","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","pappa","en pappa","单词","名词","A1","家人和关系","爸爸；父亲（亲属称呼）","en pappa · pappaen · pappaer · pappaene","Pappa lager middag i dag. / Barna besøker pappaen sin i helgen.","爸爸今天做晚饭。 / 孩子们这个周末去看爸爸。","","家庭基础词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/pappa","2026-09-24"
"vocab-v2-library.js · V2 词条","sammen","sammen","单词","副词","A1","家人和关系","一起；共同；合在一起（依句子关系）","sammen","Vi spiser middag sammen. / Hun bor sammen med familien sin.","我们一起吃晚饭。 / 她和家人住在一起。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sammen","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","smile","å smile","单词","动词","A1","家人和关系","微笑；露出笑容","smile · smiler · smilte · smilt","Hun smiler til naboen. / Han smilte da han så bildet.","她对邻居微笑。 / 他看到照片时笑了。","","日常表情动作基础动词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/smile","2026-09-24"
"vocab-v2-library.js · V2 词条","sønn","en sønn","单词","名词","A1","家人和关系","儿子；男性子女","en sønn · sønnen · sønner · sønnene","Sønnen min går i barnehagen. / De har tre sønner.","我儿子上幼儿园。 / 他们有三个儿子。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/s%C3%B8nn","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","barn","et barn","单词","名词","A1","家人和关系 / 家庭与人物","孩子；儿童；某人的儿女（依语境）","et barn · barnet · barn · barna","Barnet leser en bok. / De har to barn. / Barna leker ute.","孩子在读一本书。 / 他们有两个孩子。 / 孩子们在外面玩。","","家庭主题核心词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/barn","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","far","en far","单词","名词","A1","家人和关系 / 家庭与人物","父亲；爸爸（亲属称呼）","en far · faren · fedre · fedrene","Faren min jobber i Oslo. / Faren min heter Li. / Fedrene snakker sammen utenfor skolen.","我爸爸在奥斯陆工作。 / 我爸爸叫李。 / 几位父亲在学校外面交谈。","","家庭主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/far","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","kvinne","ei kvinne","单词","名词","A1","家人和关系 / 家庭与人物","女人；成年女性","ei kvinne · kvinna · kvinner · kvinnene","Kvinnen snakker norsk. / Det står ei kvinne utenfor. / Kvinnene jobber på samme skole.","这位女士说挪威语。 / 外面站着一位女性。 / 这些女性在同一所学校工作。","","人物主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kvinne","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","mann","en mann","单词","名词","A1","家人和关系 / 家庭与人物","男人；丈夫（关系语境）","en mann · mannen · menn · mennene","En mann venter på bussen. / En mann venter utenfor. / Mannen min jobber i Oslo.","一个男人在等公交车。 / 一名男子在外面等。 / 我丈夫在奥斯陆工作。","","人物主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/mann","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","mor","ei mor","单词","名词","A1","家人和关系 / 家庭与人物","母亲；妈妈（较中性/正式的亲属称呼）","ei mor · mora · mødre · mødrene","Mora mi lager middag. / Mora mi bor i Bergen. / Mødrene venter utenfor skolen.","我妈妈做晚饭。 / 我妈妈住在卑尔根。 / 几位母亲在学校外面等。","","家庭主题核心词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/mor","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","navn","et navn","单词","名词","A1","家人和关系 / 家庭与人物","名字；名称（人、地点或事物的称呼）","et navn · navnet · navn · navnene","Hva er navnet ditt? / Barna skriver navnene sine på arket.","你叫什么名字？ / 孩子们把自己的名字写在纸上。","","个人信息基础词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/navn","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","venn","en venn","单词","名词","A1","家人和关系 / 家庭与人物","朋友；友人；（某些语境）伴侣/支持者","en venn · vennen · venner · vennene","Jeg snakker med en venn. / Hun er en god venn av meg. / Vi møtte vennene våre på kafé.","我和一个朋友聊天。 / 她是我的一位好朋友。 / 我们在咖啡馆见到了朋友们。","","人物与关系高频词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/venn","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选; Tema: fremtid · 课本专题","familie","en familie","单词","名词","A1","家人和关系 / 家庭与人物 / 未来计划与目标","家庭；一家人；家族（依语境）","en familie · familien · familier · familiene","Familien min bor i Norge. / De kommer fra to forskjellige familier. / Jeg vil reise med familien.","我的家人住在挪威。 / 他们来自两个不同的家庭。 / 我想和家人一起旅行。","","入门家庭主题词；项目暂标 A1，待交叉复核","来源已登记：词义/词性/词形/例句/译文","词义/词性/词形/例句/译文","Bokmålsordboka","https://ordbokene.no/bm/familie","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","bestefar","en bestefar","单词","名词","A1","家人与关系","祖父或外祖父；爷爷或外公（不区分父系/母系）","en bestefar · bestefaren · bestefedre · bestefedrene","Bestefaren min bor i Bergen. / Barna besøker bestefedrene sine i helga.","我爷爷住在卑尔根。 / 孩子们周末去看望各自的祖父。","","家庭成员基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bestefar","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","bestemor","ei bestemor","单词","名词","A1","家人与关系","祖母或外祖母；奶奶或外婆（不区分父系/母系）","ei bestemor · bestemora · bestemødre · bestemødrene","Bestemora mi lager vafler på søndager. / Bestemødrene kom på besøk i går.","我奶奶/外婆星期天会做华夫饼。 / 几位奶奶/外婆昨天来做客了。","","家庭成员基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/nob/bm/bestemor","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","hverandre","hverandre","单词","代词","A1","家人与社交","彼此；互相（表示相互关系）","hverandre","Vi hjelper hverandre med norskleksene. / De kjenner hverandre fra skolen.","我们互相帮忙做挪威语作业。 / 他们在学校时就认识彼此。","","日常互动中高频相互代词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hverandre","2026-09-24"
"app.js · 核心动词; NTNU LearnNoW / NoW 初级课程候选","treffe","å treffe","单词","动词","A1","家人与社交 / 待归类","遇见；碰到；与某人会面；击中（依宾语）","treffe · treffer · traff · truffet","Jeg treffer en venn på kafé etter jobb. / Vi traff læreren på butikken.","我下班后在咖啡馆和一位朋友见面。 / 我们在商店碰见了老师。","","日常会面与相遇动词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/treffe","2026-09-24"
"vocab-v2-library.js · V2 词条","bad","et bad","单词","名词","A1","家中物品与房间","浴室；洗澡/沐浴（依语境）","et bad · badet · bad · badene","Badet ligger ved siden av soverommet. / Barnet liker å ta et bad.","浴室在卧室旁边。 / 孩子喜欢洗澡。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bad","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","balkong","en balkong","单词","名词","A1","家中物品与房间","阳台；建筑外墙外伸、可供站立或休憩的平台","en balkong · balkongen · balkonger · balkongene","Vi spiser frokost på balkongen. / Leiligheten har en stor balkong.","我们在阳台上吃早餐。 / 这套公寓有一个大阳台。","","居住主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/balkong","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","benk","en benk","单词","名词","A1","家中物品与房间","长椅；工作台/操作台（依用途）","en benk · benken · benker · benkene","Vi sitter på en benk i parken. / Benken står ved inngangen.","我们坐在公园的一张长椅上。 / 长椅在入口旁边。","","日常物品基础词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/benk","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","bilde","et bilde","单词","名词","A1","家中物品与房间","图像；图片；照片（依来源和语境）","et bilde · bildet · bilder · bildene","Kan du ta et bilde av oss? / Bildet henger på veggen.","你能给我们拍张照片吗？ / 那幅画挂在墙上。","","日常生活基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bilde","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","bokhylle","ei bokhylle","单词","名词","A1","家中物品与房间","书架；放书的架子或书柜","ei bokhylle · bokhylla · bokhyller · bokhyllene","Bøkene står i bokhylla. / Vi trenger ei ny bokhylle.","书放在书架上。 / 我们需要一个新书架。","","家居主题复合词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bokhylle","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","dyne","ei dyne","单词","名词","A1","家中物品与房间","被子；盖在身上的被芯（常为羽绒或纤维填充）","ei dyne · dyna · dyner · dynene","Jeg legger et rent dynetrekk på dyna. / Katten ligger under dyna.","我给被子套上干净的被套。 / 猫躺在被子下面。","","卧室与睡眠基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/dyne","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","etasje","en etasje","单词","名词","A1","家中物品与房间","楼层；建筑中的一层","en etasje · etasjen · etasjer · etasjene","Leiligheten ligger i tredje etasje. / Huset har to etasjer.","公寓在三楼。 / 这栋房子有两层。","","住房与楼层主题词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/etasje","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","gardin","en gardin","单词","名词","A1","家中物品与房间","窗帘；挂在窗前遮挡或装饰的布帘","en gardin · gardinen · gardiner · gardinene","Vi trekker for gardinene om kvelden. / Den blå gardinen passer til rommet.","我们晚上把窗帘拉上。 / 这条蓝色窗帘和房间很搭。","","家居基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/gardin","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","genser","en genser","单词","名词","A1","家中物品与房间","套头毛衣；针织上衣（通常无前开襟）","en genser · genseren · gensere · genserne","Ta på deg en varm genser, det er kaldt. / Genseren min er blå.","穿上一件暖和的毛衣，天气很冷。 / 我的毛衣是蓝色的。","","衣物与日常购物基础词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/genser","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","hjørne","et hjørne","单词","名词","A1","家中物品与房间","角；拐角；角落（依位置关系）","et hjørne · hjørnet · hjørner · hjørnene","Stolen står i hjørnet av rommet. / Apoteket ligger rundt hjørnet.","椅子放在房间的角落里。 / 药店就在拐角那边。","","空间与家居主题词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hj%C3%B8rne","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","hylle","ei hylle","单词","名词","A1","家中物品与房间","搁板；架子（依结构）","ei hylle · hylla · hyller · hyllene","Bøkene står på hylla. / Vi trenger to hyller til boden.","书放在架子上。 / 储物间还需要两个架子。","","居家收纳基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hylle","2026-09-24"
"vocab-v2-library.js · V2 词条","kjøleskap","et kjøleskap","单词","名词","A1","家中物品与房间","冰箱；用于冷藏食物等的电器","et kjøleskap · kjøleskapet · kjøleskap · kjøleskapene","Melka står i kjøleskapet. / Vi trenger et nytt kjøleskap.","牛奶在冰箱里。 / 我们需要一台新冰箱。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kj%C3%B8leskap","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","klesskap","et klesskap","单词","名词","A1","家中物品与房间","衣柜；存放衣服的柜子","et klesskap · klesskapet · klesskap · klesskapene","Klærne mine ligger i klesskapet. / Vi kjøpte et nytt klesskap til soverommet.","我的衣服放在衣柜里。 / 我们给卧室买了一个新衣柜。","","卧室家居基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/klesskap","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","kommode","en kommode","单词","名词","A1","家中物品与房间","抽屉柜；带抽屉的收纳柜","en kommode · kommoden · kommoder · kommodene","Sokkene ligger i kommoden. / Vi trenger en liten kommode på soverommet.","袜子放在抽屉柜里。 / 卧室里需要一个小抽屉柜。","","卧室家具基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kommode","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","lenestol","en lenestol","单词","名词","A1","家中物品与房间","扶手椅；带靠背和扶手的舒适单人椅","en lenestol · lenestolen · lenestoler · lenestolene","Bestefar sitter i lenestolen og leser. / Vi kjøpte to lenestoler til stua.","爷爷坐在扶手椅上看书。 / 我们给客厅买了两把扶手椅。","","客厅家具基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lenestol","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","lomme","ei lomme","单词","名词","A1","家中物品与房间","口袋；衣物或包上的袋状夹层","ei lomme · lomma · lommer · lommene","Nøkkelen ligger i lomma mi. / Jakka har fire lommer.","钥匙在我的口袋里。 / 这件外套有四个口袋。","","衣物与日常物品基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lomme","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","madrass","en madrass","单词","名词","A1","家中物品与房间","床垫；供躺卧的软垫","en madrass · madrassen · madrasser · madrassene","Madrassen er for hard for meg. / Vi kjøpte en ny madrass til gjesterommet.","这张床垫对我来说太硬了。 / 我们给客房买了一张新床垫。","","卧室与睡眠基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/madrass","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","møbel","et møbel","单词","名词","A1","家中物品与房间","家具；一件家具（可数）","et møbel · møbelet · møbler · møblene","Vi trenger et nytt møbel til stua. / De selger gamle møbler på nettet.","我们客厅需要添一件新家具。 / 他们在网上卖旧家具。","","居家物品基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/møbel","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","salongbord","et salongbord","单词","名词","A1","家中物品与房间","茶几；客厅里的矮桌","et salongbord · salongbordet · salongbord · salongbordene","Fjernkontrollen ligger på salongbordet. / Vi fant et brukt salongbord på nettet.","遥控器放在茶几上。 / 我们在网上找到一张二手茶几。","","客厅家具名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/salongbord","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","skap","et skap","单词","名词","A1","家中物品与房间","柜子；橱柜；衣柜（泛称，依用途）","et skap · skapet · skap · skapene","Glassene står i skapet. / Vi trenger et større skap til klærne.","玻璃杯放在橱柜里。 / 我们需要一个更大的衣柜放衣服。","","居家物品基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/skap","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","skjørt","et skjørt","单词","名词","A1","家中物品与房间","裙子；半身裙","et skjørt · skjørtet · skjørt · skjørtene","Hun har på seg et svart skjørt. / Skjørtene henger i skapet.","她穿着一条黑色裙子。 / 那些裙子挂在衣柜里。","","衣物基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/skjørt","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","skrivebord","et skrivebord","单词","名词","A1","家中物品与房间","书桌；写字/办公用的桌子","et skrivebord · skrivebordet · skrivebord · skrivebordene","Leksene ligger på skrivebordet. / Jeg kjøpte et nytt skrivebord til hjemmekontoret.","作业放在书桌上。 / 我给家庭办公室买了一张新书桌。","","家庭和学习环境基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/skrivebord","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","sofa","en sofa","单词","名词","A1","家中物品与房间","沙发；供多人坐的软垫家具","en sofa · sofaen · sofaer · sofaene","Katten sover på sofaen. / Vi kjøpte en ny sofa til stua.","猫在沙发上睡觉。 / 我们给客厅买了一张新沙发。","","客厅家具基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sofa","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","soverom","et soverom","单词","名词","A1","家中物品与房间","卧室；供睡觉的房间","et soverom · soverommet · soverom · soverommene","Barna har hvert sitt soverom. / Det står en seng på soverommet.","孩子们各自有自己的卧室。 / 卧室里有一张床。","","住房与房间基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/soverom","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","speil","et speil","单词","名词","A1","家中物品与房间","镜子；能反射影像的表面或器具","et speil · speilet · speil · speilene","Hun ser seg i speilet før hun går. / Vi henger et speil i gangen.","她出门前照了照镜子。 / 我们在走廊里挂了一面镜子。","","家居物品基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/speil","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","stue","ei stue","单词","名词","A1","家中物品与房间","客厅；起居室","ei stue · stua · stuer · stuene","Vi sitter i stua og ser på TV. / Leiligheten har ei lys stue.","我们坐在客厅里看电视。 / 这套公寓有一个明亮的客厅。","","住房与房间基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/stue","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","trapp","ei trapp","单词","名词","A1","家中物品与房间","楼梯；一段台阶；门前台阶（依语境）","ei trapp · trappa · trapper · trappene","Han går opp trappa til andre etasje. / Barna sitter i trappa.","他走楼梯上到二楼。 / 孩子们坐在楼梯上。","","居家空间基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/trapp","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","undertøy","et undertøy","单词","名词","A1","家中物品与房间","内衣；贴身衣物（集合称呼）","undertøy · undertøyet","Jeg pakker undertøy til helgeturen. / Undertøyet ligger i den øverste skuffen.","我在为周末旅行收拾内衣。 / 内衣放在最上面的抽屉里。","","衣物基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/undert%C3%B8y","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","vegg","en vegg","单词","名词","A1","家中物品与房间","墙；墙壁（房间或建筑的竖直围护面）","en vegg · veggen · vegger · veggene","Bildet henger på veggen. / Vi maler veggene hvite.","画挂在墙上。 / 我们把墙刷成白色。","","房间与家居基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/vegg","2026-09-24"
"vocab-v2-library.js · V2 词条","vindu","et vindu","单词","名词","A1","家中物品与房间","窗；窗户（也可指窗玻璃/窗口，依语境）","et vindu · vinduet · vinduer · vinduene","Kan du åpne vinduet? / Leiligheten har store vinduer.","你能把窗户打开吗？ / 公寓有大窗户。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/vindu","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","bord","et bord","单词","名词","A1","家中物品与房间 / 家与房间","桌子；桌面；一桌饭菜（依语境）","et bord · bordet · bord · bordene","Boka ligger på bordet. / Bøkene ligger på bordet. / Vi kjøpte to små bord.","书在桌子上。 / 书在桌子上。 / 我们买了两张小桌子。","","家居主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bord","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","dør","ei dør","单词","名词","A1","家中物品与房间 / 家与房间","门；出入口的门扇/门口（依语境）","ei dør · døra · dører · dørene","Lukk døra, takk. / Kan du lukke døra? / Det er tre dører i gangen.","请把门关上。 / 你能把门关上吗？ / 走廊里有三扇门。","","家居主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/d%C3%B8r","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","hus","et hus","单词","名词","A1","家中物品与房间 / 家与房间","房子；住宅；建筑物（依语境）","et hus · huset · hus · husene","De bor i et stort hus. / De bor i et rødt hus. / Husene ligger nær sjøen.","他们住在一栋大房子里。 / 他们住在一栋红色的房子里。 / 那些房子靠近海边。","","居住主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hus","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","kjøkken","et kjøkken","单词","名词","A1","家中物品与房间 / 家与房间","厨房；做饭和备餐的房间/空间","et kjøkken · kjøkkenet · kjøkken · kjøkkenene","Kjøkkenet er lite. / Mamma lager mat på kjøkkenet. / Leiligheten har to kjøkken.","厨房很小。 / 妈妈在厨房做饭。 / 这套公寓有两个厨房。","","居住主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kj%C3%B8kken","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","leilighet","en leilighet","单词","名词","A1","家中物品与房间 / 家与房间","公寓；住宅楼中的一套住房","en leilighet · leiligheten · leiligheter · leilighetene","Vi har ei lita leilighet. / Vi leier en leilighet i Oslo. / Leiligheten har to soverom.","我们有一套小公寓。 / 我们在奥斯陆租了一套公寓。 / 这套公寓有两间卧室。","","居住主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/leilighet","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","rom","et rom","单词","名词","A1","家中物品与房间 / 家与房间","房间；空间；（旅馆等的）客房（依语境）","et rom · rommet · rom · rommene","Barnet er på rommet sitt. / Barna deler et rom. / Rommene er lyse og store.","孩子在自己的房间里。 / 孩子们共用一间房。 / 这些房间明亮又宽敞。","","居住主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/rom","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","seng","ei seng","单词","名词","A1","家中物品与房间 / 家与房间","床；供睡觉或躺卧的家具/地方","ei seng · senga · senger · sengene","Senga står på soverommet. / Barnet sover i senga si. / Vi trenger to nye senger.","床在卧室里。 / 孩子睡在自己的床上。 / 我们需要两张新床。","","居住主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/seng","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","stol","en stol","单词","名词","A1","家中物品与房间 / 家与房间","椅子；单人座椅；（机构中的）席位/职位（依语境）","en stol · stolen · stoler · stolene","Jeg sitter på en stol. / Det står en stol ved bordet. / Stolene er nye.","我坐在椅子上。 / 桌子旁边有一把椅子。 / 这些椅子是新的。","","家居主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/stol","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","dyr","dyr","单词","形容词","A1","价格与描述","贵的；价格高的；（代价、后果）惨重的；珍贵的（较少见，依语境）","dyr · dyrt · dyre · dyre","Denne jakka er for dyr for meg. / Det er dyrt å bo i Oslo. / Det ble en dyr lærepenge for meg.","这件夹克对我来说太贵了。 / 在奥斯陆生活很贵。 / 这对我来说是一次代价惨重的教训。","https://ordbokene.no/nob/bm/11376","日常购物中高频形容词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/dyr","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","helseforsikring","ei helseforsikring","单词","名词","A1","健康与保险","健康保险；医疗保险","ei helseforsikring · helseforsikringa · helseforsikringer · helseforsikringene","Arbeidsgiveren tilbyr privat helseforsikring. / Hun undersøker hva helseforsikringen dekker.","雇主提供私人医疗保险。 / 她在查询医疗保险的保障范围。","","日常就医和保险事务复合名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/helseforsikring","2026-09-24"
