id,lemma,display,pos,level,topic,currentZh,reviewedZh,reviewStatus,reviewerNote,reviewedOn
"动词|være","være","å være","动词","A1","日常动作 / 日常基础","是；在/处于；存在；举行/发生；作为助动词构成状态或被动（依结构）","是；在/处于；存在；举行/发生；作为助动词构成状态或被动（依结构）","已人工审校","身份/性质、地点、状态、事件安排均可用 være；也可组成被动或状态表达。现在时 er、过去时 var、完成分词 vært。https://ordbokene.no/nob/bm/v%C3%A6re","2026-09-25"
"动词|bli","bli","å bli","动词","A1","日常动作 / 日常基础 / 未来计划与目标","变成；成为；变得；留下/继续处于；构成被动（依结构）","变成；成为；变得；留下/继续处于；构成被动（依结构）","已人工审校","bli lege/syk 表示成为/变得；bli hjemme/igjen 表示留下；bli + 过去分词构成被动。være 表示已处于某状态，bli 常强调进入该状态或继续留下。https://ordbokene.no/bm/6390","2026-09-25"
"动词|gjøre","gjøre","å gjøre","动词","A1","日常动作 / 日常基础 / 未来计划与目标","做；进行；完成；使/造成；表现、行事；（代替前文动词）（依结构）","做；进行；完成；使/造成；表现、行事；（代替前文动词）（依结构）","已人工审校","gjøre en jobb 是做工作；gjøre noen glad 是使某人高兴；也可代替前文动词。gjøre seg til、gjøre om 等固定结构另记。https://ordbokene.no/bm/gj%C3%B8re","2026-09-25"
"动词|begynne","begynne","å begynne","动词","A1","日常动作 / 时间与日常","开始；着手；开始发生/出现（begynne å / begynne på）（依结构）","开始；着手；开始发生/出现（begynne å / begynne på）（依结构）","已人工审校","begynne å + 动词表示开始做某事；begynne på + 名词表示开始某项活动/课程；事件或季节作主语表示开始。https://ordbokene.no/bm/begynne","2026-09-25"
"动词|glemme","glemme","å glemme","动词","A1","日常动作 / 时间与日常","忘记；遗忘；忘带/落下；忘了做、疏忽未做；不再计较（依结构）","忘记；遗忘；忘带/落下；忘了做、疏忽未做；不再计较（依结构）","已人工审校","glemme hva noen heter 是忘记名字；glemme boka hjemme 是把书忘在家；glemme å slokke lyset 是忘了关灯。glemme + 名词与 glemme å + 动词的结构不同。https://ordbokene.no/nob/bm/glemme","2026-09-25"
"动词|huske","huske","å huske","动词","A1","日常动作 / 时间与日常","记得；记住；想起；记着要做（huske å / huske på）（本词条指记忆义）","记得；记住；想起；记着要做（huske å / huske på）（本词条指记忆义）","已人工审校","huske 另有‘上下摇晃’的同形动词义，此卡只练记忆义。huske noen/noe 是记得某人/某事；huske å gjøre noe 是记得去做；husk å ... 用于提醒。https://ordbokene.no/bm/huske","2026-09-25"
"动词|vente","vente","å vente","动词","A1","日常动作 / 时间与日常","等；等待；等候；预期、料想；（事情/机会）等待着（依结构）","等；等待；等候；预期、料想；（事情/机会）等待着（依结构）","已人工审校","vente på 是等待；vente med å gjøre noe 是暂缓；vente at 表示预料。注意 vente på 与 vente med 意义不同。https://ordbokene.no/bm/vente","2026-09-25"
"动词|like","like","å like","动词","A1","日常动作 / 食物与购物","喜欢；喜爱；觉得……不错/满意（like noe / like å gjøre noe）","喜欢；喜爱；觉得……不错/满意（like noe / like å gjøre noe）","已人工审校","like + 名词表示喜欢某物/人；like å + 动词表示喜欢做某事；like seg 表示过得自在。不要与形容词/副词 like（相同/同样）混淆。https://ordbokene.no/bm/like","2026-09-25"
"动词|prøve","prøve","å prøve","动词","A1","日常动作 / 食物与购物 / 未来计划与目标","试；试用、测试；试穿；尝试、试着做；考查（依搭配）","试；试用、测试；试穿；尝试、试着做；考查（依搭配）","已人工审校","试用/测试：prøve en bil；试穿常用 prøve på；prøve å + 动词原形表示尝试做某事；prøve seg fram 表示摸索。https://ordbokene.no/nob/bm/pr%C3%B8ve","2026-09-25"
"名词|mat","mat","mat","名词","A1","日常基础","食物；饭菜；一顿饭/用餐（依语境）；食物、营养（较少见）","食物；饭菜；一顿饭/用餐（依语境）；食物、营养（较少见）","已人工审校","通常是不可数名词：mat og drikke；也可指一顿饭，如 før maten。词典还收‘一片面包/开放三明治’等语境义，初级先掌握食物和饭菜。此核心名词卡用泛指 mat / 定指 maten，不练不定单数冠词。https://ordbokene.no/nob/bm/MAT","2026-09-25"
"名词|dusj","dusj","en dusj","名词","A1","日常家务","淋浴；一阵细密喷洒；淋浴喷头/设备；淋浴间（依语境）","淋浴；一阵细密喷洒；淋浴喷头/设备；淋浴间（依语境）","已人工审校","ta en dusj 是洗一次淋浴；i dusjen 可指在淋浴间/设备下；rom med dusj 中指淋浴间。也可指水或香水细喷洒。阳性：en dusj – dusjen。例句是据词典搭配改写的练习句。https://ordbokene.no/bm/dusj","2026-09-25"
"名词|oppvaskmaskin","oppvaskmaskin","en oppvaskmaskin","名词","A1","日常家务","洗碗机；用于清洗餐具的机器","洗碗机；用于清洗餐具的机器","已人工审校","阳性名词，en oppvaskmaskin–oppvaskmaskinen–oppvaskmaskiner–oppvaskmaskinene；复合词末尾 maskin 决定词性。NTNU 教材定义并在厨房课文中使用该词；另加 Preply 生活句，译为‘晚饭后，我们把所有餐具都放进了洗碗机’，注明这不是启动机器。https://ordbokene.no/nob/bm/oppvaskmaskin；https://www.hf.ntnu.no/now/learnnow/misc/LearnNoWTextbook.pdf；https://preply.com/en/blog/kitchen-items-in-norwegian/","2026-09-25"
"名词|orden","orden","en orden","名词","A1","日常家务","秩序；整齐、有条理；顺序；（i orden）正常、妥当、没问题","秩序；整齐、有条理；顺序；（i orden）正常、妥当、没问题","已人工审校","阳性名词，区分排列顺序、事务有条理和状态正常。定指复数 ordenene，勿与 et ord 的定指复数 ordene 混淆；已加入词典原句及自然译文。https://ordbokene.no/bm/orden","2026-09-25"
"动词|ordne","ordne","å ordne","动词","A1","日常家务","整理；安排；处理；解决；（ordne seg）自行解决、好转","整理；安排；处理；解决；（ordne seg）自行解决、好转","已人工审校","根据搭配区分整理物品、安排预约/交通、处理事务；det ordner seg 是‘事情会解决/好起来’，不可按字面‘整理自己’翻译。已加入词典例句和译文。https://ordbokene.no/bm/43268","2026-09-25"
"名词|vaskemaskin","vaskemaskin","en vaskemaskin","名词","A1","日常家务","洗衣机；用于洗涤衣物的机器","洗衣机；用于洗涤衣物的机器","已人工审校","阳性名词，en vaskemaskin–vaskemaskinen–vaskemaskiner–vaskemaskinene；区别 oppvaskmaskin（洗碗机）。语境例句来自 NorwegianClass101 洗衣主题材料，译文和定指用法说明已加入；词义可对照 Bokmålsordboka。https://ordbokene.no/bm/66825；https://www.norwegianclass101.com/norwegian-vocabulary-lists/talking-about-doing-the-laundry","2026-09-25"
"动词|legge","legge","å legge","动词","A1","日常家务 / 家与房间","放置；把……放下/摆好；铺设；制定/安排；（legge seg）躺下、上床","放置；把……放下/摆好；铺设；制定/安排；（legge seg）躺下、上床","已人工审校","及物放置动作与反身 legge seg（躺下/上床）分开理解；与 ligge（处于躺着/放着的状态）对比。已加入 Bokmålsordboka 原句、整句译文及句型提示。https://ordbokene.no/nob/bm/%C3%A5%20legge","2026-09-25"
"动词|vaske","vaske","å vaske","动词","A1","日常家务 / 家与房间","洗；清洗；擦洗/打扫；（vaske opp）洗碗","洗；清洗；擦洗/打扫；（vaske opp）洗碗","已人工审校","按宾语选择中文译法：洗手、洗衣、打扫；vaske opp 是洗碗。例句采用 Bokmålsordboka 原句/固定表达并注明短语片段，提供准确译文。https://ordbokene.no/nob/bm/vaske","2026-09-25"
"动词|vekke","vekke","å vekke","动词","A1","日常作息","叫醒；唤醒；引起/唤起（兴趣、反应等）","叫醒；唤醒；引起/唤起（兴趣、反应等）","已人工审校","及物动词，主语让某人醒来；抽象义可‘引起兴趣’。与不及物 våkne（自己醒来）对比；词典两条例句分别覆盖具体和抽象义。https://ordbokene.no/nob/bm/vekke","2026-09-25"
"名词|konge","konge","en konge","名词","A1","社会与文化","国王；君主；（口语形容用法 konge）很棒、极好","国王；君主；（口语形容用法 konge）很棒、极好","已人工审校","阳性名词的四形为 en konge–kongen–konger–kongene；词典另收口语形容词 konge，但本词条按名词为主并显式提示词性差别。已加入词典例句和翻译。https://ordbokene.no/bm/konge","2026-09-25"
"名词|kne","kne","et kne","名词","A1","身体部位","膝盖；膝关节；（på kne）跪着","膝盖；膝关节；（på kne）跪着","已人工审校","中性名词；单数 et kne–kneet，复数不规则 knær–knærne。身体疼痛与跪姿搭配不同；已加入词典原例片段、准确翻译和用法说明。https://ordbokene.no/nno/bm/kne","2026-09-25"
"名词|lår","lår","et lår","名词","A1","身体部位","大腿；髋部至膝盖之间的腿部","大腿；髋部至膝盖之间的腿部","已人工审校","中性名词，et lår–låret–lår–lårene；指髋与膝之间的部分，与小腿 legg 区分。词典例句片段按自然中文译为‘拍着大腿大笑’。https://ordbokene.no/bm/l%C3%A5r","2026-09-25"
"名词|nakke","nakke","en nakke","名词","A1","身体部位","后颈；颈部后侧；（依语境）上背部","后颈；颈部后侧；（依语境）上背部","已人工审校","阳性名词 en nakke–nakken–nakker–nakkene，也可用阴性 ei nakke–nakka。通常指脖子后面，不等于泛指整个脖子/喉咙 hals；Bokmålsordboka 还列有‘上背部’义。已加入词典例句及译文。https://ordbokene.no/bm/nakke","2026-09-25"
"名词|tunge","tunge","ei tunge","名词","A1","身体部位","舌头；（较书面）语言；动物舌头（作食物）","舌头；（较书面）语言；动物舌头（作食物）","已人工审校","阴性名词，可用 ei tunge–tunga–tunger–tungene，也可用 en tunge–tungen。区分舌头、语言（fremmed tunge）和舌肉食物（smørbrød med tunge）；同形鱼名不纳入本初级词条。例句及译文来自 Bokmålsordboka。https://ordbokene.no/nob/bm/tunge","2026-09-25"
"名词|øre","øre","et øre","名词","A1","身体部位","耳朵；听觉/听力；欧尔（挪威克朗的百分之一，现主要见于金额表达）","耳朵；听觉/听力；欧尔（挪威克朗的百分之一，现主要见于金额表达）","已人工审校","身体部位的词形为 et øre–øret–ører–ørene。ha vondt i øret 指耳朵疼，øre for musikk 指乐感；金额 femti øre 中的 øre 是货币单位，不是耳朵。已加入词典例句和语义标注。https://ordbokene.no/nno/bm/%C3%98RE","2026-09-25"
"名词|øye","øye","et øye","名词","A1","身体部位","眼睛；视力/视觉；目光、看法；（依搭配）孔眼/开口","眼睛；视力/视觉；目光、看法；（依搭配）孔眼/开口","已人工审校","中性名词 et øye–øyet–øyne–øynene，复数不规则。få øye på 是看见/发现，i noens øyne 是在某人看来。已补充词典例句、译文和搭配提示。https://ordbokene.no/bm/%C3%98YE","2026-09-25"
"名词（通常不可数）|blod","blod","et blod","名词（通常不可数）","A1","身体与健康","血；血液；（引申）血统、生命力或性情","血；血液；（引申）血统、生命力或性情","已人工审校","通常不可数：et blod–blodet；日常说血液时不用复数。词典也列出少见复数及引申义：hett blod 指热情/急性子，blått blod 指贵族血统。已加入词典搭配及译文。https://ordbokene.no/nno/bm/blod","2026-09-25"
"名词|hjerte","hjerte","et hjerte","名词","A1","身体与健康","心脏；心（情感、内心或象征图案）；中心/核心（依语境）","心脏；心（情感、内心或象征图案）；中心/核心（依语境）","已人工审校","中性名词 et hjerte–hjertet–hjerter–hjertene。区分身体器官、情感/内心、心形图案和‘核心’义；词典例句及固定搭配已入库并翻译。https://ordbokene.no/bm%2Cnn/hjerte%7Chjarta","2026-09-25"
"名词|hånd","hånd","ei/en hånd","名词","A1","身体与健康","手；手掌及手指所在的手部；（引申/固定搭配）帮助、掌控、亲手","手；手掌及手指所在的手部；（引申/固定搭配）帮助、掌控、亲手","已人工审校","可用 ei/en hånd；单数定指 ei hånd–hånda 或 en hånd–hånden，不规则复数 hender–hendene。区分 arm（手臂）；gi noen en hånd 是帮忙，for hånd 是手工/亲手。https://ordbokene.no/bm/hand","2026-09-25"
"名词|hår","hår","et hår","名词","A1","身体与健康","头发；毛发；一根头发/毛（可数时）","头发；毛发；一根头发/毛（可数时）","已人工审校","中性名词 et hår–håret–hår–hårene，定指复数也可说 håra。泛指头发通常不可数、无冠词；指单根毛发才用 et hår。例句和区分说明根据官方词典加入。https://ordbokene.no/nob/bm/25500","2026-09-25"
"名词|nese","nese","en nese","名词","A1","身体与健康","鼻子；嗅觉；（引申）发现线索的敏锐度；物体尖端/前端","鼻子；嗅觉；（引申）发现线索的敏锐度；物体尖端/前端","已人工审校","可用 ei/en nese；脸上的器官、嗅觉能力、发现线索的敏锐度以及物体前端需按语境区分。鼻塞常说 være tett i nesa；ha nese for noe 表示善于发现。已加入词典例句译文。https://ordbokene.no/nob/bm/nese","2026-09-25"
"名词|sminke","sminke","en sminke","名词","A1","身体与健康","化妆品；妆；（动词 sminke seg）化妆","化妆品；妆；（动词 sminke seg）化妆","已人工审校","名词可用 ei/en sminke，也可用 en sminke；本词卡按阳性四形 en sminke–sminken–sminker–sminkene。泛指时常不可数无冠词；ta av seg sminken 是卸妆。注意同形动词 sminke（给……化妆）。https://ordbokene.no/bm/54826","2026-09-25"
"名词|ansikt","ansikt","et ansikt","名词","A1","身体与外貌","脸；面部；（转指）人物/面孔；（固定表达）颜面、面子","脸；面部；（转指）人物/面孔；（固定表达）颜面、面子","已人工审校","中性名词 et ansikt–ansiktet–ansikter–ansiktene。具体义是头部前侧的脸；‘新面孔’可转指新人。miste ansikt 是丢面子，ansikt til ansikt 是面对面。已加入官方词典例句及译文。https://ordbokene.no/nob/bm/ANSIKT","2026-09-25"
"名词|feber","feber","feber","名词","A1","身体与症状","发烧；发热；（复合词中）热潮、狂热","发烧；发热；（复合词中）热潮、狂热","已人工审校","阳性名词，常说 ha feber（发烧），通常无冠词；feberen 指具体这次发烧。考试紧张和淘金热等比喻义常见于复合词 eksamensfeber、gullfeber。https://ordbokene.no/bm/feber","2026-09-25"
"名词|kropp","kropp","en kropp","名词","A1","身体与症状","身体；躯体；（技术）主体/机身；（口语）家伙、人","身体；躯体；（技术）主体/机身；（口语）家伙、人","已人工审校","阳性名词 en kropp–kroppen–kropper–kroppene。通常指人或动物的身体整体；hele kroppen 是全身。技术语境也可指机器主体，口语 denne kroppen 可指‘这个人/家伙’。词典例句及译文已加入。https://ordbokene.no/bm/32315","2026-09-25"
"动词|leve","leve","å leve","动词","A1","生活与状态","生活；活着、生存；居住；以……为生；过……样的生活；（记忆、作品等）延续","生活；活着、生存；居住；以……为生；过……样的生活；（记忆、作品等）延续","已人工审校","规则变化 leve–lever–levde–levd。根据结构区分：leve i Norge 可指居住，leve av jordbruk 是靠农业为生，leve et godt liv 是过某种生活，minnet lever videre 是记忆延续。已加入词典原句与中文解释。https://ordbokene.no/bm/leva%7Cleve","2026-09-25"
"动词|dø","dø","å dø","动词","A1","生命与健康","死亡；去世；（声音、记忆、物种等）消失、终止","死亡；去世；（声音、记忆、物种等）消失、终止","已人工审校","不及物动词 dø–dør–døde–dødd。人和动物均可用；谈人的死亡时 gå bort 更委婉。dø ut 表物种灭绝或习俗消失，dø bort 可指声音渐弱。词典例句已加入。https://ordbokene.no/bm/d%C3%B8","2026-09-25"
"形容词|endelig","endelig","endelig","形容词","A1","时间与感受","终于；总算；最终/确定的；（强调）偏要、非要（依句法和语气）","终于；总算；最终/确定的；（强调）偏要、非要（依句法和语气）","已人工审校","虽然这条教学卡兼注副词义，但库存中形容词 endelig 单独计条。作定语表示最终/确定的：et endelig svar；副词义见独立的副词 endelig 词条。相关原句和翻译均纳入语境。https://ordbokene.no/bm/endelig","2026-09-25"
"介词/从属连词|om","om","om","介词/从属连词","A1","时间与关系介词","关于；围绕；再过……（时间）；在……期间/每逢；如果；是否（依句法结构）","关于；围绕；再过……（时间）；在……期间/每逢；如果；是否（依句法结构）","已人工审校","snakke om noe（关于某事）是介词；om en uke（一周后）、om sommeren（在夏天）；om du har lyst（如果你愿意）和 spørre om hun kommer（问她是否来）是从属连词用法。需看后面是名词短语还是小句，不能一律译‘关于’。https://ordbokene.no/bm/om","2026-09-25"
"副词|da","da","da","副词","A1","时间与句子连接","那时；当时；接着/于是；那么、那样的话；（语气词）倒、还、嘛（依语境）","那时；当时；接着/于是；那么、那样的话；（语气词）倒、还、嘛（依语境）","已人工审校","本条按副词处理：过去时点、叙事顺序、推论语境以及语气副词用法要分开；另有从属连词 da（当……时/既然），句法功能不同。词典例句及 V2 语序提示已加入。https://ordbokene.no/bm/DA","2026-09-25"
"副词|så","så","så","副词","A1","时间与句子连接","然后；接着；于是/因此；那么、如此；（连接语篇）另外/而且（依句法）","然后；接着；于是/因此；那么、如此；（连接语篇）另外/而且（依句法）","已人工审校","副词表示动作顺序或承接前文结果，也可表示程度。注意同形连词 så（所以）和动词 se 的过去式 så（看见了），通过句法位置辨认。词典原例和人工翻译已加入。https://ordbokene.no/nob/bm/59446","2026-09-25"
"名词|ettermiddag","ettermiddag","en ettermiddag","名词","A1","时间与日程","下午；午后（大致从中午到傍晚）","下午；午后（大致从中午到傍晚）","已人工审校","阳性名词 en ettermiddag–ettermiddagen–ettermiddager–ettermiddagene。i ettermiddag 通常是今天下午；om ettermiddagen 通常指习惯性时段。词典定义为中午/正午至晚间的时段。https://ordbokene.no/bm/ettermiddag","2026-09-25"
"名词|formiddag","formiddag","en formiddag","名词","A1","时间与日程","上午；中午以前的一段时间","上午；中午以前的一段时间","已人工审校","阳性名词 en formiddag–formiddagen–formiddager–formiddagene。指早晨到中午之间；i formiddag 通常指今天上午，om formiddagen 常指习惯性上午时段。Bokmålsordboka 例句片段及译文已加入语境库。https://ordbokene.no/bm/formiddag","2026-09-25"
"形容词|forrige","forrige","forrige","形容词","A1","时间与日程","前一个的；最近过去的；上一个的（需依时间参照判断）","前一个的；最近过去的；上一个的（需依时间参照判断）","已人工审校","通常指参照点之前最近的一个：i forrige uke=上周，forrige gang=上一次；在‘不是最近那次，而是前一次’对比中也可表示倒数第二个。词典例句已加入语境库。https://ordbokene.no/nob/bm/forrige","2026-09-25"
"副词|først","først","først","副词","A1","时间与日程","首先；最先；直到……才（依语序和语境）","首先；最先；直到……才（依语序和语境）","已人工审校","可表示步骤先后（Først må vi vaske opp=我们得先洗碗），也可表示事情要到某时才发生（vi reiser først i overmorgen=我们要到后天才出发）。别把后一用法误当成‘最早’。词典原句和译文已加入语境库。https://ordbokene.no/nno/bm/f%C3%B8rst","2026-09-25"
"形容词|første","første","første","形容词","A1","时间与日程","第一的；最先的；（引申）首要的、最重要的","第一的；最先的；（引申）首要的、最重要的","已人工审校","序数词形式，表示顺序中的第一个：første kapittel=第一章，for første gang=第一次；也可引申为首要/最重要的。词典例句片段及译文已加入语境库。https://ordbokene.no/nno/bm/fyrste%7Cf%C3%B8rste","2026-09-25"
"名词|gang","gang","en gang","名词","A1","时间与日程","次；回；次数；走廊/通道；（事情的）进程（依搭配）","次；回；次数；走廊/通道；（事情的）进程（依搭配）","已人工审校","次数义见 én gang（一次）、for første gang（第一次）；房屋内狭长通道也叫 gang（走廊）。需靠搭配识别，不能将所有 gang 都译成‘次’。词典原句和译文已加入语境库。https://ordbokene.no/bm/gang","2026-09-25"
"形容词|halv","halv","halv","形容词","A1","时间与日程","半的；一半的；（报时）差半小时到某整点","半的；一半的；（报时）差半小时到某整点","已人工审校","halv 的词形会随名词性数变化：en halv time（半小时）、et halvt brød（半个面包）、halve dagen（半天）。挪威报时‘halv ti’是距十点还有半小时，即 09:30，不是 10:30。词典原句与译文已加入语境库。https://ordbokene.no/bm/halv","2026-09-25"
"名词|klokke","klokke","ei klokke","名词","A1","时间与日程","钟；表；时间/钟点；铃（依语境）","钟；表；时间/钟点；铃（依语境）","已人工审校","可用 en 或 ei：en klokke–klokken–klokker–klokkene；ei klokke–klokka–klokker–klokkene。可指计时器具，也可在 klokka er åtte、hva er klokka? 中表示钟点；词典还收‘钟铃’。词典例句已加入语境库。https://ordbokene.no/bm/30187","2026-09-25"
"数词/副词|kvart","kvart","kvart","数词/副词","A1","时间与日程","四分之一；一刻钟；（报时）差一刻/过一刻","四分之一；一刻钟；（报时）差一刻/过一刻","已人工审校","作名词时 en kvart 表示四分之一；用于时间时 kvart over ett=一点一刻，kvart på fire=差一刻四点（3:45）。注意 kvart over/på 后面数字的方向。词典原句与译文已加入语境库。https://ordbokene.no/bm/kvart","2026-09-25"
"名词|kvarter","kvarter","et kvarter","名词","A1","时间与日程","一刻钟（15分钟）；街区/城区；驻地、住处（依语境）","一刻钟（15分钟）；街区/城区；驻地、住处（依语境）","已人工审校","中性名词 et kvarter–kvarteret–kvarter/kvarterer–kvartera/kvarterene。日常最常见是15分钟：bussen går hvert kvarter（公交车每15分钟一班）；也可指城区或驻地，不能一律理解成时间。例句和人工译文已加入语境库。https://ordbokene.no/bm/33037","2026-09-25"
"名词|meter","meter","en meter","名词","A1","时间与日程","米；长度单位（符号 m）","米；长度单位（符号 m）","已人工审校","阳性名词 en meter–meteren–meter–meterne。用于长度测量；价格等表达中 meteren 可表示‘每米’。复合词中也常作计量单位成分，如 centimeter。例句和人工译文已加入语境库。https://ordbokene.no/bm/meter","2026-09-25"
"名词|minutt","minutt","et minutt","名词","A1","时间与日程","分钟；片刻；（角度单位）分","分钟；片刻；（角度单位）分","已人工审校","中性名词 et minutt–minuttet–minutter–minuttene。时间义是一小时的六十分之一；计量单位语境也可指角度的六十分之一度。noen minutter 表示几分钟。词典原句及译文已加入语境库。https://ordbokene.no/bm/minutt","2026-09-25"
"副词|nå","nå","nå","副词","A1","时间与日程","现在；此刻；如今；（语气副词）倒、嘛、到底等（依重音和上下文）","现在；此刻；如今；（语气副词）倒、嘛、到底等（依重音和上下文）","已人工审校","时间义可指此时此刻（Nå drar vi=我们现在出发），也可指现阶段/如今（nå for tiden=近来）；轻读时还可用于归纳或加强语气。词典列有不同词性同形词，当前条目只审副词。词典原句和译文已加入语境库。https://ordbokene.no/bm/n%C3%A5","2026-09-25"
"副词|siden","siden","siden","副词","A1","时间与日程","后来；此后；……以前（for + 时间段 + siden）；从那时起（依结构）","后来；此后；……以前（for + 时间段 + siden）；从那时起（依结构）","已人工审校","本条只审副词 siden。for to år siden=两年前，siden har jeg ikke prøvd=此后我没再试过；siden nyttår（从新年以来）在项目中另按介词处理，siden vi var små 则是从属连词用法，不能混为一个句法类别。例句和译文已加入语境库。https://ordbokene.no/bm/siden","2026-09-25"
"限定词|sju","sju","sju","限定词","A1","时间与日程","七（基数词/数量限定词；也可写 syv）","七（基数词/数量限定词；也可写 syv）","已人工审校","Bokmålsordboka 将 sju/syv 列为 determinativ kvantor（数量限定词），表示基数7；书写 sju 与 syv 都规范。作数词修饰名词时不随名词性数变化：sju dager。例句和译文已加入语境库。https://ordbokene.no/bm/sju","2026-09-25"
"副词|snart","snart","snart","副词","A1","时间与日程","很快；不久；快要；几乎/差不多（依语境）","很快；不久；快要；几乎/差不多（依语境）","已人工审校","时间义表示不久后：komme snart=很快来；也可作程度副词，表示‘几乎、差不多’，如 jeg vet snart verken ut eller inn。结合句法判断，别一律译成‘马上’。词典例句已加入语境库。https://ordbokene.no/bm/55055","2026-09-25"
"副词|straks","straks","straks","副词","A1","时间与日程","马上；立刻；即将/快要；几乎（依语境）","马上；立刻；即将/快要；几乎（依语境）","已人工审校","可表示立即（gå i gang straks=马上开始），也可表示‘差一点到某时’：klokka er straks ti=快十点了。词典还列有与‘紧挨着/就在旁边’相关的较少见用法，初级先掌握时间义。例句和译文已加入语境库。https://ordbokene.no/nob/bm/straks","2026-09-25"
"名词|time","time","en time","名词","A1","时间与日程","小时；课时/一节课；预约时段（依语境）","小时；课时/一节课；预约时段（依语境）","已人工审校","阳性名词 en time–timen–timer–timene。既可指60分钟，也可指常见40或45分钟的教学课时；hos legen/frisøren 的 time 是预约的诊疗/服务时段，不一定恰好一小时。例句和译文已加入语境库。https://ordbokene.no/bm/time","2026-09-25"
"名词|dag","dag","en dag","名词","A1","时间与日程 / 日常基础","白天；一天/日期；工作日；（问候语中）一天（依语境）","白天；一天/日期；工作日；（问候语中）一天（依语境）","已人工审校","阳性名词 en dag–dagen–dager–dagene。可指有日光的白天，也可指完整的24小时或某个日期；god dag 是问候语，ha en fin dag 是祝愿对方今天过得愉快。具体义看搭配。例句和译文已加入语境库。https://ordbokene.no/bm/dag","2026-09-25"
"名词|tid","tid","ei tid","名词","A1","时间与日程 / 日常基础","时间；时刻；时期/时代；（语法）时态（依语境）","时间；时刻；时期/时代；（语法）时态（依语境）","已人工审校","可用 ei/en tid；本卡采用阴性：ei tid–tida–tider–tidene。表示时间长短、某个时刻或历史时期；语言学习中 verbets tider 指动词时态。ha tid 表示有空/有时间，ta seg god tid 是慢慢来。例句和译文已加入语境库。https://ordbokene.no/bm/TID","2026-09-25"
"名词|kveld","kveld","en kveld","名词","A1","时间与日程 / 时间与日常","傍晚；晚上；晚间（大致从天黑到午夜）","傍晚；晚上；晚间（大致从天黑到午夜）","已人工审校","阳性名词 en kveld–kvelden–kvelder–kveldene。i kveld 通常指今天晚上；om kvelden 表示习惯性晚间；ta kvelden 可表示收工/结束当天活动，口语中也可能有其他引申义。例句和译文已加入语境库。https://ordbokene.no/nno/bm/kveld","2026-09-25"
"名词|morgen","morgen","en morgen","名词","A1","时间与日程 / 时间与日常","早晨；上午较早时段；（问候语中）早上好","早晨；上午较早时段；（问候语中）早上好","已人工审校","阳性名词 en morgen–morgenen–morgener–morgenene。指日出前后到一天较早时段；i morgen 是‘明天’（副词短语），om morgenen 常指习惯性的早晨。God morgen 是问候语。例句和译文已加入语境库。https://ordbokene.no/nob/bm/morgen","2026-09-25"
"名词|uke","uke","ei uke","名词","A1","时间与日程 / 时间与日常","星期；一周（七天）；工作周；持续约一周的节庆/活动（依语境）","星期；一周（七天）；工作周；持续约一周的节庆/活动（依语境）","已人工审校","阴性 ei uke–uka–uker–ukene（也可用 en uke）。七天可按星期一至星期日计算，也可指任意连续七天；arbeidsuke/skoleuke 指工作周/上学周。Bokmålsordboka 原例 i neste uke、være på ferie i to uker 已加入并逐条翻译。https://ordbokene.no/bm%2Cnn/uke","2026-09-25"
"名词|år","år","et år","名词","A1","时间与日程 / 时间与日常","年；一年；年龄中的岁；某一年的经营/收成状况（依语境）","年；一年；年龄中的岁；某一年的经营/收成状况（依语境）","已人工审校","中性 et år–året–år–årene/åra；不定复数与原形相同。表示年龄时用 barnet fyller to år；表示以前用 for ... år siden。Bokmålsordboka 原例 vente til neste år、barnet fyller snart to år 已加入并翻译。https://ordbokene.no/eng/bm/1055","2026-09-25"
"名词|natt","natt","ei natt","名词","A1","时间与昼夜","夜；夜晚；夜班（依语境）","夜；夜晚；夜班（依语境）","已人工审校","阴性 ei natt–natta–netter–nettene，也可用 en natt–natten。i natt 的时间指向取决于说话时间；jobbe natt 表示上夜班。已加入并翻译词典原例 klokka tre i natt、han skal jobbe natt den neste uka。https://ordbokene.no/bm/natt","2026-09-25"
"形容词|sein","sein","sein","形容词","A1","时间与状态","晚的；迟的；迟到的；（时间上）较后的、后期的；生长期较长的（依语境）","晚的；迟的；迟到的；（时间上）较后的、后期的；生长期较长的（依语境）","已人工审校","Bokmål 规范 sen/se(i)n 两套形式都可见：sen/sent/sene/senere/senest 与 sein/seint/seine/seinere/seinest。赴约迟到常说 komme for sent；senere i dag 是今天晚些时候。词典原例片段已加入并翻译。https://ordbokene.no/bm/sein","2026-09-25"
"名词|fisk","fisk","en fisk","名词","A1","食物与动物","鱼；鱼肉；鱼类（依语境）","鱼；鱼肉；鱼类（依语境）","已人工审校","阳性 en fisk–fisken–fisker–fiskene。指一条条鱼时可数并用 fisker；作为食物/鱼肉时常作不可数名词，如 lite fisk、kokt fisk。词典另收船舶技术同形义，本初级词条不混入。Bokmålsordboka 的鱼、鱼获与餐食例项均已加入语料并翻译。https://ordbokene.no/nob/bm/fisk","2026-09-25"
